INN_CT,BAT_HOME_ID,OUTS_CT,RUNNERS,HOME_AWAY,HOME_LOSES,GAMES,HOME_WINS,HOME_WIN_PROB,AWAY_WIN_PROB
1,0,0,0,-8,1,1,0,0,100
1,0,0,0,-7,1,1,0,0,100
1,0,0,0,-6,10,10,0,0,100
1,0,0,0,-5,26,30,4,13.3,86.7
1,0,0,0,-4,137,164,27,16.5,83.5
1,0,0,0,-3,272,363,91,25.1,74.9
1,0,0,0,-2,394,563,169,30,70
1,0,0,0,-1,1097,1939,842,43.4,56.6
1,0,0,0,0,60698,129846,69148,53.3,46.7
1,0,0,0,2,1,1,0,0,100
1,0,0,1,-7,2,2,0,0,100
1,0,0,1,-6,3,4,1,25,75
1,0,0,1,-5,15,16,1,6.2,93.8
1,0,0,1,-4,55,66,11,16.7,83.3
1,0,0,1,-3,111,150,39,26,74
1,0,0,1,-2,276,387,111,28.7,71.3
1,0,0,1,-1,815,1378,563,40.9,59.1
1,0,0,1,0,17422,34087,16665,48.9,51.1
1,0,0,1,2,1,1,0,0,100
1,0,0,2,-7,1,1,0,0,100
1,0,0,2,-6,9,9,0,0,100
1,0,0,2,-5,13,13,0,0,100
1,0,0,2,-4,37,39,2,5.1,94.9
1,0,0,2,-3,97,125,28,22.4,77.6
1,0,0,2,-2,260,359,99,27.6,72.4
1,0,0,2,-1,700,1124,424,37.7,62.3
1,0,0,2,0,5496,10244,4748,46.3,53.7
1,0,0,12,-6,6,6,0,0,100
1,0,0,12,-5,9,9,0,0,100
1,0,0,12,-4,34,38,4,10.5,89.5
1,0,0,12,-3,82,107,25,23.4,76.6
1,0,0,12,-2,277,360,83,23.1,76.9
1,0,0,12,-1,677,1019,342,33.6,66.4
1,0,0,12,0,3686,6439,2753,42.8,57.2
1,0,0,3,-7,1,1,0,0,100
1,0,0,3,-6,2,3,1,33.3,66.7
1,0,0,3,-5,5,6,1,16.7,83.3
1,0,0,3,-4,13,15,2,13.3,86.7
1,0,0,3,-3,27,35,8,22.9,77.1
1,0,0,3,-2,86,120,34,28.3,71.7
1,0,0,3,-1,268,411,143,34.8,65.2
1,0,0,3,0,1078,1939,861,44.4,55.6
1,0,0,13,-7,1,1,0,0,100
1,0,0,13,-6,3,4,1,25,75
1,0,0,13,-5,9,9,0,0,100
1,0,0,13,-4,20,20,0,0,100
1,0,0,13,-3,53,65,12,18.5,81.5
1,0,0,13,-2,174,225,51,22.7,77.3
1,0,0,13,-1,520,784,264,33.7,66.3
1,0,0,13,0,1805,3111,1306,42,58
1,0,0,23,-6,1,1,0,0,100
1,0,0,23,-5,4,4,0,0,100
1,0,0,23,-4,11,14,3,21.4,78.6
1,0,0,23,-3,50,61,11,18,82
1,0,0,23,-2,113,143,30,21,79
1,0,0,23,-1,324,446,122,27.4,72.6
1,0,0,23,0,826,1359,533,39.2,60.8
1,0,0,123,-7,1,1,0,0,100
1,0,0,123,-6,2,2,0,0,100
1,0,0,123,-5,8,8,0,0,100
1,0,0,123,-4,19,19,0,0,100
1,0,0,123,-3,47,49,2,4.1,95.9
1,0,0,123,-2,142,168,26,15.5,84.5
1,0,0,123,-1,320,442,122,27.6,72.4
1,0,0,123,0,833,1308,475,36.3,63.7
1,0,1,0,-10,2,2,0,0,100
1,0,1,0,-9,4,5,1,20,80
1,0,1,0,-8,2,2,0,0,100
1,0,1,0,-7,7,7,0,0,100
1,0,1,0,-6,43,46,3,6.5,93.5
1,0,1,0,-5,139,158,19,12,88
1,0,1,0,-4,371,456,85,18.6,81.4
1,0,1,0,-3,814,1123,309,27.5,72.5
1,0,1,0,-2,1267,1948,681,35,65
1,0,1,0,-1,1857,3379,1522,45,55
1,0,1,0,0,39572,89354,49782,55.7,44.3
1,0,1,1,-9,2,2,0,0,100
1,0,1,1,-8,1,1,0,0,100
1,0,1,1,-7,7,7,0,0,100
1,0,1,1,-6,28,31,3,9.7,90.3
1,0,1,1,-5,86,96,10,10.4,89.6
1,0,1,1,-4,223,258,35,13.6,86.4
1,0,1,1,-3,447,596,149,25,75
1,0,1,1,-2,914,1427,513,35.9,64.1
1,0,1,1,-1,2179,3838,1659,43.2,56.8
1,0,1,1,0,15893,33544,17651,52.6,47.4
1,0,1,1,2,1,1,0,0,100
1,0,1,2,-9,1,1,0,0,100
1,0,1,2,-8,5,5,0,0,100
1,0,1,2,-7,4,4,0,0,100
1,0,1,2,-6,19,19,0,0,100
1,0,1,2,-5,48,54,6,11.1,88.9
1,0,1,2,-4,127,146,19,13,87
1,0,1,2,-3,343,435,92,21.1,78.9
1,0,1,2,-2,715,1050,335,31.9,68.1
1,0,1,2,-1,1685,2942,1257,42.7,57.3
1,0,1,2,0,7153,14530,7377,50.8,49.2
1,0,1,12,-8,1,1,0,0,100
1,0,1,12,-7,1,1,0,0,100
1,0,1,12,-6,16,21,5,23.8,76.2
1,0,1,12,-5,55,59,4,6.8,93.2
1,0,1,12,-4,152,179,27,15.1,84.9
1,0,1,12,-3,322,407,85,20.9,79.1
1,0,1,12,-2,726,1084,358,33,67
1,0,1,12,-1,1585,2653,1068,40.3,59.7
1,0,1,12,0,4996,9734,4738,48.7,51.3
1,0,1,3,-8,4,4,0,0,100
1,0,1,3,-7,4,4,0,0,100
1,0,1,3,-6,9,9,0,0,100
1,0,1,3,-5,27,29,2,6.9,93.1
1,0,1,3,-4,64,76,12,15.8,84.2
1,0,1,3,-3,134,176,42,23.9,76.1
1,0,1,3,-2,333,473,140,29.6,70.4
1,0,1,3,-1,806,1330,524,39.4,60.6
1,0,1,3,0,2860,5443,2583,47.5,52.5
1,0,1,13,-9,1,1,0,0,100
1,0,1,13,-8,1,1,0,0,100
1,0,1,13,-7,4,4,0,0,100
1,0,1,13,-6,16,17,1,5.9,94.1
1,0,1,13,-5,34,37,3,8.1,91.9
1,0,1,13,-4,99,112,13,11.6,88.4
1,0,1,13,-3,215,270,55,20.4,79.6
1,0,1,13,-2,497,666,169,25.4,74.6
1,0,1,13,-1,1115,1771,656,37,63
1,0,1,13,0,2573,4741,2168,45.7,54.3
1,0,1,13,2,1,1,0,0,100
1,0,1,23,-9,1,1,0,0,100
1,0,1,23,-8,2,2,0,0,100
1,0,1,23,-7,7,7,0,0,100
1,0,1,23,-6,14,15,1,6.7,93.3
1,0,1,23,-5,23,28,5,17.9,82.1
1,0,1,23,-4,60,73,13,17.8,82.2
1,0,1,23,-3,155,192,37,19.3,80.7
1,0,1,23,-2,328,451,123,27.3,72.7
1,0,1,23,-1,698,1076,378,35.1,64.9
1,0,1,23,0,1523,2763,1240,44.9,55.1
1,0,1,123,-8,1,1,0,0,100
1,0,1,123,-7,5,5,0,0,100
1,0,1,123,-6,10,10,0,0,100
1,0,1,123,-5,20,20,0,0,100
1,0,1,123,-4,67,78,11,14.1,85.9
1,0,1,123,-3,171,206,35,17,83
1,0,1,123,-2,415,575,160,27.8,72.2
1,0,1,123,-1,806,1227,421,34.3,65.7
1,0,1,123,0,1514,2587,1073,41.5,58.5
1,0,2,0,-11,3,3,0,0,100
1,0,2,0,-10,5,5,0,0,100
1,0,2,0,-9,7,8,1,12.5,87.5
1,0,2,0,-8,5,5,0,0,100
1,0,2,0,-7,19,19,0,0,100
1,0,2,0,-6,72,78,6,7.7,92.3
1,0,2,0,-5,235,276,41,14.9,85.1
1,0,2,0,-4,610,759,149,19.6,80.4
1,0,2,0,-3,1208,1735,527,30.4,69.6
1,0,2,0,-2,2205,3462,1257,36.3,63.7
1,0,2,0,-1,3361,6296,2935,46.6,53.4
1,0,2,0,0,28041,65811,37770,57.4,42.6
1,0,2,1,-11,2,2,0,0,100
1,0,2,1,-10,5,5,0,0,100
1,0,2,1,-9,10,11,1,9.1,90.9
1,0,2,1,-8,9,9,0,0,100
1,0,2,1,-7,27,30,3,10,90
1,0,2,1,-6,53,58,5,8.6,91.4
1,0,2,1,-5,168,192,24,12.5,87.5
1,0,2,1,-4,448,534,86,16.1,83.9
1,0,2,1,-3,892,1213,321,26.5,73.5
1,0,2,1,-2,1778,2753,975,35.4,64.6
1,0,2,1,-1,3438,6203,2765,44.6,55.4
1,0,2,1,0,13036,29669,16633,56.1,43.9
1,0,2,2,-9,4,4,0,0,100
1,0,2,2,-8,12,12,0,0,100
1,0,2,2,-7,18,18,0,0,100
1,0,2,2,-6,56,61,5,8.2,91.8
1,0,2,2,-5,144,165,21,12.7,87.3
1,0,2,2,-4,343,414,71,17.1,82.9
1,0,2,2,-3,685,944,259,27.4,72.6
1,0,2,2,-2,1306,2031,725,35.7,64.3
1,0,2,2,-1,2444,4477,2033,45.4,54.6
1,0,2,2,0,6404,14185,7781,54.9,45.1
1,0,2,12,-10,1,1,0,0,100
1,0,2,12,-9,2,3,1,33.3,66.7
1,0,2,12,-8,8,8,0,0,100
1,0,2,12,-7,19,19,0,0,100
1,0,2,12,-6,56,58,2,3.4,96.6
1,0,2,12,-5,117,132,15,11.4,88.6
1,0,2,12,-4,342,408,66,16.2,83.8
1,0,2,12,-3,604,812,208,25.6,74.4
1,0,2,12,-2,1186,1823,637,34.9,65.1
1,0,2,12,-1,2220,3984,1764,44.3,55.7
1,0,2,12,0,4971,10868,5897,54.3,45.7
1,0,2,3,-11,1,1,0,0,100
1,0,2,3,-10,1,1,0,0,100
1,0,2,3,-9,1,1,0,0,100
1,0,2,3,-8,4,5,1,20,80
1,0,2,3,-7,10,10,0,0,100
1,0,2,3,-6,18,20,2,10,90
1,0,2,3,-5,62,77,15,19.5,80.5
1,0,2,3,-4,132,158,26,16.5,83.5
1,0,2,3,-3,277,382,105,27.5,72.5
1,0,2,3,-2,606,924,318,34.4,65.6
1,0,2,3,-1,1153,2100,947,45.1,54.9
1,0,2,3,0,2808,5932,3124,52.7,47.3
1,0,2,13,-10,0,1,1,100,0
1,0,2,13,-9,1,1,0,0,100
1,0,2,13,-8,6,6,0,0,100
1,0,2,13,-7,11,11,0,0,100
1,0,2,13,-6,29,35,6,17.1,82.9
1,0,2,13,-5,67,77,10,13,87
1,0,2,13,-4,169,195,26,13.3,86.7
1,0,2,13,-3,351,467,116,24.8,75.2
1,0,2,13,-2,703,1042,339,32.5,67.5
1,0,2,13,-1,1334,2305,971,42.1,57.9
1,0,2,13,0,2203,4626,2423,52.4,47.6
1,0,2,23,-9,1,1,0,0,100
1,0,2,23,-7,6,6,0,0,100
1,0,2,23,-6,15,16,1,6.2,93.8
1,0,2,23,-5,46,54,8,14.8,85.2
1,0,2,23,-4,100,115,15,13,87
1,0,2,23,-3,221,290,69,23.8,76.2
1,0,2,23,-2,453,647,194,30,70
1,0,2,23,-1,778,1278,500,39.1,60.9
1,0,2,23,0,1113,2311,1198,51.8,48.2
1,0,2,123,-10,2,3,1,33.3,66.7
1,0,2,123,-9,2,2,0,0,100
1,0,2,123,-8,4,4,0,0,100
1,0,2,123,-7,10,10,0,0,100
1,0,2,123,-6,15,17,2,11.8,88.2
1,0,2,123,-5,44,47,3,6.4,93.6
1,0,2,123,-4,91,110,19,17.3,82.7
1,0,2,123,-3,285,384,99,25.8,74.2
1,0,2,123,-2,498,728,230,31.6,68.4
1,0,2,123,-1,879,1524,645,42.3,57.7
1,0,2,123,0,1467,2884,1417,49.1,50.9
1,1,0,0,-11,4,4,0,0,100
1,1,0,0,-10,9,10,1,10,90
1,1,0,0,-9,18,18,0,0,100
1,1,0,0,-8,29,30,1,3.3,96.7
1,1,0,0,-7,83,86,3,3.5,96.5
1,1,0,0,-6,233,254,21,8.3,91.7
1,1,0,0,-5,672,785,113,14.4,85.6
1,1,0,0,-4,1596,1961,365,18.6,81.4
1,1,0,0,-3,3158,4468,1310,29.3,70.7
1,1,0,0,-2,6019,9603,3584,37.3,62.7
1,1,0,0,-1,10389,19880,9491,47.7,52.3
1,1,0,0,0,38866,93487,54621,58.4,41.6
1,1,0,0,1,498,1620,1122,69.3,30.7
1,1,0,0,2,146,601,455,75.7,24.3
1,1,0,0,3,62,363,301,82.9,17.1
1,1,0,0,4,14,183,169,92.3,7.69999999999999
1,1,0,0,5,0,39,39,100,0
1,1,0,0,6,1,11,10,90.9,9.09999999999999
1,1,0,0,7,0,4,4,100,0
1,1,0,0,8,0,2,2,100,0
1,1,0,1,-10,2,2,0,0,100
1,1,0,1,-9,5,5,0,0,100
1,1,0,1,-8,11,11,0,0,100
1,1,0,1,-7,28,29,1,3.4,96.6
1,1,0,1,-6,65,68,3,4.4,95.6
1,1,0,1,-5,196,227,31,13.7,86.3
1,1,0,1,-4,447,579,132,22.8,77.2
1,1,0,1,-3,926,1387,461,33.2,66.8
1,1,0,1,-2,1600,2787,1187,42.6,57.4
1,1,0,1,-1,2747,5836,3089,52.9,47.1
1,1,0,1,0,10166,27037,16871,62.4,37.6
1,1,0,1,1,327,1171,844,72.1,27.9
1,1,0,1,2,79,396,317,80.1,19.9
1,1,0,1,3,28,176,148,84.1,15.9
1,1,0,1,4,6,73,67,91.8,8.2
1,1,0,1,5,1,21,20,95.2,4.80000000000001
1,1,0,1,6,1,7,6,85.7,14.3
1,1,0,1,7,0,1,1,100,0
1,1,0,1,9,0,1,1,100,0
1,1,0,2,-10,0,1,1,100,0
1,1,0,2,-9,1,1,0,0,100
1,1,0,2,-8,8,9,1,11.1,88.9
1,1,0,2,-7,10,11,1,9.1,90.9
1,1,0,2,-6,12,16,4,25,75
1,1,0,2,-5,66,76,10,13.2,86.8
1,1,0,2,-4,126,166,40,24.1,75.9
1,1,0,2,-3,207,337,130,38.6,61.4
1,1,0,2,-2,463,835,372,44.6,55.4
1,1,0,2,-1,810,1841,1031,56,44
1,1,0,2,0,2959,8446,5487,65,35
1,1,0,2,1,262,1056,794,75.2,24.8
1,1,0,2,2,78,402,324,80.6,19.4
1,1,0,2,3,19,151,132,87.4,12.6
1,1,0,2,4,6,62,56,90.3,9.7
1,1,0,2,5,1,14,13,92.9,7.09999999999999
1,1,0,2,6,0,4,4,100,0
1,1,0,2,7,0,1,1,100,0
1,1,0,12,-9,1,1,0,0,100
1,1,0,12,-8,3,3,0,0,100
1,1,0,12,-7,11,11,0,0,100
1,1,0,12,-6,22,24,2,8.3,91.7
1,1,0,12,-5,52,60,8,13.3,86.7
1,1,0,12,-4,105,150,45,30,70
1,1,0,12,-3,212,343,131,38.2,61.8
1,1,0,12,-2,318,652,334,51.2,48.8
1,1,0,12,-1,499,1242,743,59.8,40.2
1,1,0,12,0,1754,5648,3894,68.9,31.1
1,1,0,12,1,225,949,724,76.3,23.7
1,1,0,12,2,68,344,276,80.2,19.8
1,1,0,12,3,20,110,90,81.8,18.2
1,1,0,12,4,2,49,47,95.9,4.10000000000001
1,1,0,12,5,2,21,19,90.5,9.5
1,1,0,12,6,2,8,6,75,25
1,1,0,12,7,0,1,1,100,0
1,1,0,12,8,0,1,1,100,0
1,1,0,3,-11,1,1,0,0,100
1,1,0,3,-8,1,1,0,0,100
1,1,0,3,-7,3,3,0,0,100
1,1,0,3,-6,4,4,0,0,100
1,1,0,3,-5,7,9,2,22.2,77.8
1,1,0,3,-4,16,20,4,20,80
1,1,0,3,-3,52,74,22,29.7,70.3
1,1,0,3,-2,85,156,71,45.5,54.5
1,1,0,3,-1,173,380,207,54.5,45.5
1,1,0,3,0,571,1721,1150,66.8,33.2
1,1,0,3,1,114,450,336,74.7,25.3
1,1,0,3,2,17,135,118,87.4,12.6
1,1,0,3,3,8,41,33,80.5,19.5
1,1,0,3,4,1,19,18,94.7,5.30000000000001
1,1,0,3,5,0,9,9,100,0
1,1,0,3,6,0,1,1,100,0
1,1,0,3,7,0,1,1,100,0
1,1,0,3,8,0,1,1,100,0
1,1,0,13,-10,1,1,0,0,100
1,1,0,13,-9,1,1,0,0,100
1,1,0,13,-8,1,1,0,0,100
1,1,0,13,-7,4,4,0,0,100
1,1,0,13,-6,4,4,0,0,100
1,1,0,13,-5,12,13,1,7.7,92.3
1,1,0,13,-4,38,49,11,22.4,77.6
1,1,0,13,-3,75,111,36,32.4,67.6
1,1,0,13,-2,142,286,144,50.3,49.7
1,1,0,13,-1,250,629,379,60.3,39.7
1,1,0,13,0,820,2704,1884,69.7,30.3
1,1,0,13,1,158,718,560,78,22
1,1,0,13,2,37,234,197,84.2,15.8
1,1,0,13,3,6,80,74,92.5,7.5
1,1,0,13,4,1,24,23,95.8,4.2
1,1,0,13,5,0,14,14,100,0
1,1,0,13,6,0,3,3,100,0
1,1,0,23,-8,1,1,0,0,100
1,1,0,23,-6,2,3,1,33.3,66.7
1,1,0,23,-5,5,9,4,44.4,55.6
1,1,0,23,-4,12,24,12,50,50
1,1,0,23,-3,41,72,31,43.1,56.9
1,1,0,23,-2,62,135,73,54.1,45.9
1,1,0,23,-1,106,261,155,59.4,40.6
1,1,0,23,0,341,1241,900,72.5,27.5
1,1,0,23,1,93,460,367,79.8,20.2
1,1,0,23,2,25,163,138,84.7,15.3
1,1,0,23,3,2,47,45,95.7,4.3
1,1,0,23,4,4,21,17,81,19
1,1,0,23,5,0,3,3,100,0
1,1,0,23,6,0,2,2,100,0
1,1,0,123,-8,1,1,0,0,100
1,1,0,123,-7,4,4,0,0,100
1,1,0,123,-6,4,4,0,0,100
1,1,0,123,-5,5,6,1,16.7,83.3
1,1,0,123,-4,22,38,16,42.1,57.9
1,1,0,123,-3,41,68,27,39.7,60.3
1,1,0,123,-2,70,164,94,57.3,42.7
1,1,0,123,-1,101,304,203,66.8,33.2
1,1,0,123,0,331,1265,934,73.8,26.2
1,1,0,123,1,75,408,333,81.6,18.4
1,1,0,123,2,24,176,152,86.4,13.6
1,1,0,123,3,8,58,50,86.2,13.8
1,1,0,123,4,2,24,22,91.7,8.3
1,1,0,123,5,1,7,6,85.7,14.3
1,1,0,123,6,0,4,4,100,0
1,1,0,123,7,0,1,1,100,0
1,1,1,0,-11,3,3,0,0,100
1,1,1,0,-10,8,8,0,0,100
1,1,1,0,-9,12,12,0,0,100
1,1,1,0,-8,11,12,1,8.3,91.7
1,1,1,0,-7,47,49,2,4.1,95.9
1,1,1,0,-6,149,163,14,8.6,91.4
1,1,1,0,-5,432,506,74,14.6,85.4
1,1,1,0,-4,1075,1290,215,16.7,83.3
1,1,1,0,-3,2108,2866,758,26.4,73.6
1,1,1,0,-2,4216,6412,2196,34.2,65.8
1,1,1,0,-1,7413,13348,5935,44.5,55.5
1,1,1,0,0,27452,62138,34686,55.8,44.2
1,1,1,0,1,956,2935,1979,67.4,32.6
1,1,1,0,2,471,1954,1483,75.9,24.1
1,1,1,0,3,185,1086,901,83,17
1,1,1,0,4,43,456,413,90.6,9.39999999999999
1,1,1,0,5,12,146,134,91.8,8.2
1,1,1,0,6,4,51,47,92.2,7.8
1,1,1,0,7,1,19,18,94.7,5.30000000000001
1,1,1,0,8,0,2,2,100,0
1,1,1,0,9,0,4,4,100,0
1,1,1,0,11,0,2,2,100,0
1,1,1,1,-10,1,1,0,0,100
1,1,1,1,-9,7,7,0,0,100
1,1,1,1,-8,10,11,1,9.1,90.9
1,1,1,1,-7,23,24,1,4.2,95.8
1,1,1,1,-6,67,73,6,8.2,91.8
1,1,1,1,-5,188,219,31,14.2,85.8
1,1,1,1,-4,499,618,119,19.3,80.7
1,1,1,1,-3,961,1354,393,29,71
1,1,1,1,-2,1730,2781,1051,37.8,62.2
1,1,1,1,-1,2924,5685,2761,48.6,51.4
1,1,1,1,0,10375,25323,14948,59,41
1,1,1,1,1,1093,3477,2384,68.6,31.4
1,1,1,1,2,301,1377,1076,78.1,21.9
1,1,1,1,3,103,584,481,82.4,17.6
1,1,1,1,4,24,283,259,91.5,8.5
1,1,1,1,5,7,79,72,91.1,8.89999999999999
1,1,1,1,6,1,41,40,97.6,2.40000000000001
1,1,1,1,7,0,5,5,100,0
1,1,1,1,8,0,2,2,100,0
1,1,1,1,9,0,2,2,100,0
1,1,1,1,11,0,1,1,100,0
1,1,1,2,-10,2,3,1,33.3,66.7
1,1,1,2,-9,1,1,0,0,100
1,1,1,2,-8,2,3,1,33.3,66.7
1,1,1,2,-7,8,10,2,20,80
1,1,1,2,-6,23,26,3,11.5,88.5
1,1,1,2,-5,77,98,21,21.4,78.6
1,1,1,2,-4,181,225,44,19.6,80.4
1,1,1,2,-3,328,495,167,33.7,66.3
1,1,1,2,-2,674,1145,471,41.1,58.9
1,1,1,2,-1,1275,2521,1246,49.4,50.6
1,1,1,2,0,4679,11863,7184,60.6,39.4
1,1,1,2,1,791,2658,1867,70.2,29.8
1,1,1,2,2,246,1086,840,77.3,22.7
1,1,1,2,3,81,446,365,81.8,18.2
1,1,1,2,4,20,196,176,89.8,10.2
1,1,1,2,5,7,69,62,89.9,10.1
1,1,1,2,6,1,26,25,96.2,3.8
1,1,1,2,7,0,11,11,100,0
1,1,1,2,8,0,1,1,100,0
1,1,1,2,11,0,1,1,100,0
1,1,1,2,13,0,1,1,100,0
1,1,1,12,-9,2,2,0,0,100
1,1,1,12,-8,2,2,0,0,100
1,1,1,12,-7,4,4,0,0,100
1,1,1,12,-6,34,35,1,2.9,97.1
1,1,1,12,-5,79,87,8,9.2,90.8
1,1,1,12,-4,146,202,56,27.7,72.3
1,1,1,12,-3,307,457,150,32.8,67.2
1,1,1,12,-2,509,931,422,45.3,54.7
1,1,1,12,-1,957,1935,978,50.5,49.5
1,1,1,12,0,3039,8149,5110,62.7,37.3
1,1,1,12,1,656,2321,1665,71.7,28.3
1,1,1,12,2,214,1009,795,78.8,21.2
1,1,1,12,3,54,439,385,87.7,12.3
1,1,1,12,4,17,162,145,89.5,10.5
1,1,1,12,5,6,79,73,92.4,7.59999999999999
1,1,1,12,6,1,19,18,94.7,5.30000000000001
1,1,1,12,7,0,6,6,100,0
1,1,1,12,8,0,3,3,100,0
1,1,1,12,9,0,2,2,100,0
1,1,1,12,11,0,1,1,100,0
1,1,1,12,14,0,1,1,100,0
1,1,1,3,-9,1,1,0,0,100
1,1,1,3,-8,3,3,0,0,100
1,1,1,3,-7,6,6,0,0,100
1,1,1,3,-6,9,10,1,10,90
1,1,1,3,-5,20,24,4,16.7,83.3
1,1,1,3,-4,76,95,19,20,80
1,1,1,3,-3,135,193,58,30.1,69.9
1,1,1,3,-2,258,464,206,44.4,55.6
1,1,1,3,-1,494,1043,549,52.6,47.4
1,1,1,3,0,1725,4674,2949,63.1,36.9
1,1,1,3,1,365,1287,922,71.6,28.4
1,1,1,3,2,94,484,390,80.6,19.4
1,1,1,3,3,31,202,171,84.7,15.3
1,1,1,3,4,6,86,80,93,7
1,1,1,3,5,2,30,28,93.3,6.69999999999999
1,1,1,3,6,0,8,8,100,0
1,1,1,3,7,0,4,4,100,0
1,1,1,13,-8,1,1,0,0,100
1,1,1,13,-7,7,9,2,22.2,77.8
1,1,1,13,-6,8,8,0,0,100
1,1,1,13,-5,29,37,8,21.6,78.4
1,1,1,13,-4,71,87,16,18.4,81.6
1,1,1,13,-3,126,191,65,34,66
1,1,1,13,-2,252,460,208,45.2,54.8
1,1,1,13,-1,438,987,549,55.6,44.4
1,1,1,13,0,1420,4100,2680,65.4,34.6
1,1,1,13,1,454,1606,1152,71.7,28.3
1,1,1,13,2,117,623,506,81.2,18.8
1,1,1,13,3,36,268,232,86.6,13.4
1,1,1,13,4,10,115,105,91.3,8.7
1,1,1,13,5,5,41,36,87.8,12.2
1,1,1,13,6,1,8,7,87.5,12.5
1,1,1,13,7,0,5,5,100,0
1,1,1,13,8,0,1,1,100,0
1,1,1,13,9,0,3,3,100,0
1,1,1,13,10,0,2,2,100,0
1,1,1,13,13,0,1,1,100,0
1,1,1,23,-8,1,1,0,0,100
1,1,1,23,-7,2,2,0,0,100
1,1,1,23,-6,6,6,0,0,100
1,1,1,23,-5,12,19,7,36.8,63.2
1,1,1,23,-4,41,53,12,22.6,77.4
1,1,1,23,-3,93,136,43,31.6,68.4
1,1,1,23,-2,149,297,148,49.8,50.2
1,1,1,23,-1,231,548,317,57.8,42.2
1,1,1,23,0,775,2435,1660,68.2,31.8
1,1,1,23,1,242,979,737,75.3,24.7
1,1,1,23,2,76,460,384,83.5,16.5
1,1,1,23,3,28,204,176,86.3,13.7
1,1,1,23,4,7,69,62,89.9,10.1
1,1,1,23,5,0,23,23,100,0
1,1,1,23,6,1,4,3,75,25
1,1,1,23,7,0,3,3,100,0
1,1,1,123,-9,1,1,0,0,100
1,1,1,123,-7,4,4,0,0,100
1,1,1,123,-6,5,5,0,0,100
1,1,1,123,-5,21,21,0,0,100
1,1,1,123,-4,56,79,23,29.1,70.9
1,1,1,123,-3,75,125,50,40,60
1,1,1,123,-2,146,287,141,49.1,50.9
1,1,1,123,-1,218,550,332,60.4,39.6
1,1,1,123,0,757,2458,1701,69.2,30.8
1,1,1,123,1,275,1166,891,76.4,23.6
1,1,1,123,2,83,517,434,83.9,16.1
1,1,1,123,3,28,214,186,86.9,13.1
1,1,1,123,4,2,71,69,97.2,2.8
1,1,1,123,5,3,27,24,88.9,11.1
1,1,1,123,6,1,9,8,88.9,11.1
1,1,1,123,7,0,6,6,100,0
1,1,1,123,8,0,1,1,100,0
1,1,1,123,9,0,3,3,100,0
1,1,1,123,10,0,1,1,100,0
1,1,1,123,14,0,1,1,100,0
1,1,2,0,-11,3,3,0,0,100
1,1,2,0,-10,7,7,0,0,100
1,1,2,0,-9,8,8,0,0,100
1,1,2,0,-8,10,10,0,0,100
1,1,2,0,-7,37,38,1,2.6,97.4
1,1,2,0,-6,108,114,6,5.3,94.7
1,1,2,0,-5,324,368,44,12,88
1,1,2,0,-4,777,911,134,14.7,85.3
1,1,2,0,-3,1591,2115,524,24.8,75.2
1,1,2,0,-2,3217,4721,1504,31.9,68.1
1,1,2,0,-1,5754,9975,4221,42.3,57.7
1,1,2,0,0,21075,45651,24576,53.8,46.2
1,1,2,0,1,1940,5614,3674,65.4,34.6
1,1,2,0,2,825,3232,2407,74.5,25.5
1,1,2,0,3,295,1711,1416,82.8,17.2
1,1,2,0,4,86,726,640,88.2,11.8
1,1,2,0,5,17,289,272,94.1,5.90000000000001
1,1,2,0,6,9,101,92,91.1,8.89999999999999
1,1,2,0,7,1,37,36,97.3,2.7
1,1,2,0,8,1,15,14,93.3,6.69999999999999
1,1,2,0,9,0,9,9,100,0
1,1,2,0,10,0,3,3,100,0
1,1,2,0,11,0,3,3,100,0
1,1,2,0,12,0,1,1,100,0
1,1,2,0,13,0,1,1,100,0
1,1,2,0,14,0,1,1,100,0
1,1,2,1,-10,2,2,0,0,100
1,1,2,1,-9,4,4,0,0,100
1,1,2,1,-8,4,4,0,0,100
1,1,2,1,-7,21,21,0,0,100
1,1,2,1,-6,58,62,4,6.5,93.5
1,1,2,1,-5,183,200,17,8.5,91.5
1,1,2,1,-4,440,512,72,14.1,85.9
1,1,2,1,-3,867,1140,273,23.9,76.1
1,1,2,1,-2,1706,2477,771,31.1,68.9
1,1,2,1,-1,2897,5137,2240,43.6,56.4
1,1,2,1,0,9793,22151,12358,55.8,44.2
1,1,2,1,1,1879,5477,3598,65.7,34.3
1,1,2,1,2,642,2609,1967,75.4,24.6
1,1,2,1,3,221,1192,971,81.5,18.5
1,1,2,1,4,62,557,495,88.9,11.1
1,1,2,1,5,13,189,176,93.1,6.89999999999999
1,1,2,1,6,4,82,78,95.1,4.90000000000001
1,1,2,1,7,3,38,35,92.1,7.89999999999999
1,1,2,1,8,1,9,8,88.9,11.1
1,1,2,1,9,0,5,5,100,0
1,1,2,1,10,0,3,3,100,0
1,1,2,1,11,0,2,2,100,0
1,1,2,1,12,0,1,1,100,0
1,1,2,2,-11,1,1,0,0,100
1,1,2,2,-10,2,2,0,0,100
1,1,2,2,-8,4,5,1,20,80
1,1,2,2,-7,7,7,0,0,100
1,1,2,2,-6,21,24,3,12.5,87.5
1,1,2,2,-5,63,87,24,27.6,72.4
1,1,2,2,-4,194,228,34,14.9,85.1
1,1,2,2,-3,425,573,148,25.8,74.2
